parent,hd_url,hd_price,wayfair url,wayfair price,menards url,menard price,overstock url,overstock price,houzz url,houzz price
LS-AZ027,http://www.homedepot.com/p/ANZZI-Clavier-Series-Vessel-Sink-in-Lustrous-Blue-LS-AZ027/206730325,$100.00,https://www.wayfair.com/show_detail.php?sku=ANZI1505,$100.00,http://www.menards.com/main/p-1482823193447.html,$100.00,,,http://www.houzz.com/viewSpace/78600113/lid=61452676,$74.07
LS-AZ059,http://www.homedepot.com/p/ANZZI-Ritmo-Series-Deco-Glass-Vessel-Sink-in-Lustrous-Translucent-Red-LS-AZ059/206730354,$99.00,https://www.wayfair.com/show_detail.php?sku=ANZI1066,$99.00,http://www.menards.com/main/p-1482823193489.html,$99.00,,,http://www.houzz.com/viewSpace/78600188/lid=61452726,$73.33
LS-AZ086,http://www.homedepot.com/p/ANZZI-Forza-Series-Deco-Glass-Vessel-Sink-in-Lustrous-Frosted-LS-AZ086/206730332,$90.00,https://www.wayfair.com/show_detail.php?sku=ANZI1022,$90.00,http://www.menards.com/main/p-1482823193594.html,$90.00,,,http://www.houzz.com/viewSpace/78600453/lid=61452881,$66.67
LS-AZ087,http://www.homedepot.com/p/ANZZI-Etude-Series-Vessel-Sink-in-Lustrous-Clear-LS-AZ087/206730330,$83.00,https://www.wayfair.com/show_detail.php?sku=ANZI1024,$83.00,http://www.menards.com/main/p-1482823193530.html,$83.00,,,http://www.houzz.com/viewSpace/78600003/lid=61452620,$61.48
LS-AZ048,http://www.homedepot.com/p/ANZZI-Soave-Series-Deco-Glass-Vessel-Sink-in-Sapphire-Wisp-LS-AZ048/206730343,$136.00,https://www.wayfair.com/show_detail.php?sku=ANZI1593,$136.00,,,,,http://www.houzz.com/viewSpace/78600509/lid=61452902,$100.74
LS-AZ086,http://www.homedepot.com/p/ANZZI-Forza-Series-Deco-Glass-Vessel-Sink-in-Lustrous-Frosted-LS-AZ086/206730332,$90.00,https://www.wayfair.com/show_detail.php?sku=ANZI1022,$90.00,http://www.menards.com/main/p-1482823193594.html,$90.00,,,http://www.houzz.com/viewSpace/78600453/lid=61452881,$66.67
LS-AZ059,http://www.homedepot.com/p/ANZZI-Ritmo-Series-Deco-Glass-Vessel-Sink-in-Lustrous-Translucent-Red-LS-AZ059/206730354,$99.00,https://www.wayfair.com/show_detail.php?sku=ANZI1066,$99.00,http://www.menards.com/main/p-1482823193489.html,$99.00,,,http://www.houzz.com/viewSpace/78600188/lid=61452726,$73.33
FT-AZ521,http://www.homedepot.com/p/ANZZI-Ember-5-4-ft-Man-Made-Stone-Center-Drain-Freestanding-Bathtub-in-Deep-Red-FT-AZ521/206660324,"$5,199.00",https://www.wayfair.com/show_detail.php?sku=ANZI1049,"$5,199.00",http://www.menards.com/main/p-1482823192966.html,"$5,199.00",,,http://www.houzz.com/viewSpace/78573354/lid=61429275,"$3,851.11"
FT-AZ068,http://www.homedepot.com/p/ANZZI-Nimbus-5-6-ft-Acrylic-Center-Drain-Freestanding-Bathtub-in-Glossy-White-FT-AZ068/206730262,"$2,395.00",https://www.wayfair.com/show_detail.php?sku=ANZI1500,"$2,395.00",http://www.menards.com/main/p-1482823192935.html,"$2,395.00",,,http://www.houzz.com/viewSpace/78573827/lid=61429684,"$1,774.07"
FT-AZ068,http://www.homedepot.com/p/ANZZI-Nimbus-5-6-ft-Acrylic-Center-Drain-Freestanding-Bathtub-in-Glossy-White-FT-AZ068/206730262,"$2,395.00",https://www.wayfair.com/show_detail.php?sku=ANZI1500,"$2,395.00",http://www.menards.com/main/p-1482823192935.html,"$2,395.00",,,http://www.houzz.com/viewSpace/78573827/lid=61429684,"$1,774.07"
FT-AZ068,http://www.homedepot.com/p/ANZZI-Nimbus-5-6-ft-Acrylic-Center-Drain-Freestanding-Bathtub-in-Glossy-White-FT-AZ068/206730262,"$2,395.00",https://www.wayfair.com/show_detail.php?sku=ANZI1500,"$2,395.00",http://www.menards.com/main/p-1482823192935.html,"$2,395.00",,,http://www.houzz.com/viewSpace/78573827/lid=61429684,"$1,774.07"
FT-AZ068,http://www.homedepot.com/p/ANZZI-Nimbus-5-6-ft-Acrylic-Center-Drain-Freestanding-Bathtub-in-Glossy-White-FT-AZ068/206730262,"$2,395.00",https://www.wayfair.com/show_detail.php?sku=ANZI1500,"$2,395.00",http://www.menards.com/main/p-1482823192935.html,"$2,395.00",,,http://www.houzz.com/viewSpace/78573827/lid=61429684,"$1,774.07"
FT-AZ068,http://www.homedepot.com/p/ANZZI-Nimbus-5-6-ft-Acrylic-Center-Drain-Freestanding-Bathtub-in-Glossy-White-FT-AZ068/206730262,"$2,395.00",https://www.wayfair.com/show_detail.php?sku=ANZI1500,"$2,395.00",http://www.menards.com/main/p-1482823192935.html,"$2,395.00",,,http://www.houzz.com/viewSpace/78573827/lid=61429684,"$1,774.07"
FT-AZ520,http://www.homedepot.com/p/ANZZI-Azul-5-8-ft-Man-Made-Stone-Center-Drain-Freestanding-Bathtub-in-Regal-Blue-FT-AZ520/206730268,"$5,099.00",https://www.wayfair.com/show_detail.php?sku=ANZI1048,"$5,099.00",http://www.menards.com/main/p-1482823192933.html,"$5,099.00",,,http://www.houzz.com/viewSpace/78573706/lid=61429582,"$3,777.04"
FT-AZ521,http://www.homedepot.com/p/ANZZI-Ember-5-4-ft-Man-Made-Stone-Center-Drain-Freestanding-Bathtub-in-Deep-Red-FT-AZ521/206660324,"$5,199.00",https://www.wayfair.com/show_detail.php?sku=ANZI1049,"$5,199.00",http://www.menards.com/main/p-1482823192966.html,"$5,199.00",,,http://www.houzz.com/viewSpace/78573354/lid=61429275,"$3,851.11"
FT-AZ521,http://www.homedepot.com/p/ANZZI-Ember-5-4-ft-Man-Made-Stone-Center-Drain-Freestanding-Bathtub-in-Deep-Red-FT-AZ521/206660324,"$5,199.00",https://www.wayfair.com/show_detail.php?sku=ANZI1049,"$5,199.00",http://www.menards.com/main/p-1482823192966.html,"$5,199.00",,,http://www.houzz.com/viewSpace/78573354/lid=61429275,"$3,851.11"
FT-AZ521,http://www.homedepot.com/p/ANZZI-Ember-5-4-ft-Man-Made-Stone-Center-Drain-Freestanding-Bathtub-in-Deep-Red-FT-AZ521/206660324,"$5,199.00",https://www.wayfair.com/show_detail.php?sku=ANZI1049,"$5,199.00",http://www.menards.com/main/p-1482823192966.html,"$5,199.00",,,http://www.houzz.com/viewSpace/78573354/lid=61429275,"$3,851.11"
FT-AZ521,http://www.homedepot.com/p/ANZZI-Ember-5-4-ft-Man-Made-Stone-Center-Drain-Freestanding-Bathtub-in-Deep-Red-FT-AZ521/206660324,"$5,199.00",https://www.wayfair.com/show_detail.php?sku=ANZI1049,"$5,199.00",http://www.menards.com/main/p-1482823192966.html,"$5,199.00",,,http://www.houzz.com/viewSpace/78573354/lid=61429275,"$3,851.11"
FT-AZ521,http://www.homedepot.com/p/ANZZI-Ember-5-4-ft-Man-Made-Stone-Center-Drain-Freestanding-Bathtub-in-Deep-Red-FT-AZ521/206660324,"$5,199.00",https://www.wayfair.com/show_detail.php?sku=ANZI1049,"$5,199.00",http://www.menards.com/main/p-1482823192966.html,"$5,199.00",,,http://www.houzz.com/viewSpace/78573354/lid=61429275,"$3,851.11"
LS-AZ066,http://www.homedepot.com/p/ANZZI-Cansa-Series-Deco-Glass-Vessel-Sink-in-Rich-Timber-LS-AZ066/206730361,$104.00,https://www.wayfair.com/show_detail.php?sku=ANZI1558,$104.00,http://www.menards.com/main/p-1482823193524.html,$104.00,,,http://www.houzz.com/viewSpace/78601842/lid=61454067,$77.04
LS-AZ087,http://www.homedepot.com/p/ANZZI-Etude-Series-Vessel-Sink-in-Lustrous-Clear-LS-AZ087/206730330,$83.00,https://www.wayfair.com/show_detail.php?sku=ANZI1024,$83.00,http://www.menards.com/main/p-1482823193530.html,$83.00,,,http://www.houzz.com/viewSpace/78600003/lid=61452620,$61.48
LS-AZ087,http://www.homedepot.com/p/ANZZI-Etude-Series-Vessel-Sink-in-Lustrous-Clear-LS-AZ087/206730330,$83.00,https://www.wayfair.com/show_detail.php?sku=ANZI1024,$83.00,http://www.menards.com/main/p-1482823193530.html,$83.00,,,http://www.houzz.com/viewSpace/78600003/lid=61452620,$61.48
LS-AZ066,http://www.homedepot.com/p/ANZZI-Cansa-Series-Deco-Glass-Vessel-Sink-in-Rich-Timber-LS-AZ066/206730361,$104.00,https://www.wayfair.com/show_detail.php?sku=ANZI1558,$104.00,http://www.menards.com/main/p-1482823193524.html,$104.00,,,http://www.houzz.com/viewSpace/78601842/lid=61454067,$77.04
LS-AZ087,http://www.homedepot.com/p/ANZZI-Etude-Series-Vessel-Sink-in-Lustrous-Clear-LS-AZ087/206730330,$83.00,https://www.wayfair.com/show_detail.php?sku=ANZI1024,$83.00,http://www.menards.com/main/p-1482823193530.html,$83.00,,,http://www.houzz.com/viewSpace/78600003/lid=61452620,$61.48
LS-AZ027,http://www.homedepot.com/p/ANZZI-Clavier-Series-Vessel-Sink-in-Lustrous-Blue-LS-AZ027/206730325,$100.00,https://www.wayfair.com/show_detail.php?sku=ANZI1505,$100.00,http://www.menards.com/main/p-1482823193447.html,$100.00,,,http://www.houzz.com/viewSpace/78600113/lid=61452676,$74.07
LS-AZ087,http://www.homedepot.com/p/ANZZI-Etude-Series-Vessel-Sink-in-Lustrous-Clear-LS-AZ087/206730330,$83.00,https://www.wayfair.com/show_detail.php?sku=ANZI1024,$83.00,http://www.menards.com/main/p-1482823193530.html,$83.00,,,http://www.houzz.com/viewSpace/78600003/lid=61452620,$61.48
LS-AZ027,http://www.homedepot.com/p/ANZZI-Clavier-Series-Vessel-Sink-in-Lustrous-Blue-LS-AZ027/206730325,$100.00,https://www.wayfair.com/show_detail.php?sku=ANZI1505,$100.00,http://www.menards.com/main/p-1482823193447.html,$100.00,,,http://www.houzz.com/viewSpace/78600113/lid=61452676,$74.07
LS-AZ086,http://www.homedepot.com/p/ANZZI-Forza-Series-Deco-Glass-Vessel-Sink-in-Lustrous-Frosted-LS-AZ086/206730332,$90.00,https://www.wayfair.com/show_detail.php?sku=ANZI1022,$90.00,http://www.menards.com/main/p-1482823193594.html,$90.00,,,http://www.houzz.com/viewSpace/78600453/lid=61452881,$66.67
LS-AZ048,http://www.homedepot.com/p/ANZZI-Soave-Series-Deco-Glass-Vessel-Sink-in-Sapphire-Wisp-LS-AZ048/206730343,$136.00,https://www.wayfair.com/show_detail.php?sku=ANZI1593,$136.00,,,,,http://www.houzz.com/viewSpace/78600509/lid=61452902,$100.74
LS-AZ048,http://www.homedepot.com/p/ANZZI-Soave-Series-Deco-Glass-Vessel-Sink-in-Sapphire-Wisp-LS-AZ048/206730343,$136.00,https://www.wayfair.com/show_detail.php?sku=ANZI1593,$136.00,,,,,http://www.houzz.com/viewSpace/78600509/lid=61452902,$100.74
LS-AZ602,http://www.homedepot.com/p/ANZZI-Passage-1-Piece-Man-Made-Stone-Vessel-Sink-with-Pop-Up-Drain-in-Matte-White-LS-AZ602/206730308,$199.00,https://www.wayfair.com/show_detail.php?sku=ANZI1084,$199.00,http://www.menards.com/main/p-1482823193522.html,$199.00,,,http://www.houzz.com/viewSpace/78601816/lid=61454046,$147.41
LS-AZ602,http://www.homedepot.com/p/ANZZI-Passage-1-Piece-Man-Made-Stone-Vessel-Sink-with-Pop-Up-Drain-in-Matte-White-LS-AZ602/206730308,$199.00,https://www.wayfair.com/show_detail.php?sku=ANZI1084,$199.00,http://www.menards.com/main/p-1482823193522.html,$199.00,,,http://www.houzz.com/viewSpace/78601816/lid=61454046,$147.41
